 0.10992     0.05320
 0.10284     0.05139
 0.09599     0.04960
 0.08937     0.04781
 0.08301     0.04604
 0.07695     0.04427
 0.07126     0.04252
 0.06593     0.04077
 0.06087     0.03904
 0.05602     0.03733
 0.05139     0.03566
 0.04698     0.03401
 0.04283     0.03241
 0.03900     0.03084
 0.03549     0.02933
 0.03219     0.02785
 0.02909     0.02640
 0.02616     0.02499
 0.02340     0.02360
 0.02085     0.02225
 0.01854     0.02092
 0.01648     0.01962
 0.01459     0.01834
 0.01284     0.01711
 0.01121     0.01591
 0.00971     0.01475
 0.00836     0.01364
 0.00717     0.01258
 0.00614     0.01158
 0.00523     0.01061
 0.00441     0.00968
 0.00367     0.00877
 0.00301     0.00790
 0.00244     0.00703
 0.00196     0.00618
 0.00157     0.00535
 0.00124     0.00454
 0.00097     0.00380
 0.00073     0.00312
 0.00053     0.00252
 0.00037     0.00202
 0.00025     0.00163
 0.00017     0.00134
 0.00011     0.00111
 0.00007     0.00089
 0.00004     0.00068
 0.00001     0.00046
 0.00000     0.00023
 0.00000     0.00000
 0.00000    -0.00028
 0.00001    -0.00066
 0.00004    -0.00113
 0.00007    -0.00171
 0.00011    -0.00237
 0.00017    -0.00311
 0.00025    -0.00389
 0.00037    -0.00468
 0.00053    -0.00546
 0.00073    -0.00624
 0.00097    -0.00703
 0.00124    -0.00785
 0.00157    -0.00869
 0.00196    -0.00955
 0.00244    -0.01045
 0.00301    -0.01139
 0.00367    -0.01235
 0.00441    -0.01334
 0.00523    -0.01436
 0.00614    -0.01540
 0.00717    -0.01644
 0.00836    -0.01748
 0.00971    -0.01849
 0.01121    -0.01950
 0.01284    -0.02050
 0.01459    -0.02151
 0.01648    -0.02251
 0.01854    -0.02350
 0.02085    -0.02444
 0.02340    -0.02534
 0.02616    -0.02620
 0.02909    -0.02704
 0.03219    -0.02786
 0.03549    -0.02864
 0.03901    -0.02937
 0.04283    -0.03001
 0.04698    -0.03055
 0.05139    -0.03102
 0.05602    -0.03144
 0.06087    -0.03183
 0.06593    -0.03218
 0.07126    -0.03250
 0.07695    -0.03277
 0.08301    -0.03299
 0.08937    -0.03317
 0.09599    -0.03333
 0.10284    -0.03346
 0.10992    -0.03357
 0.11729    -0.03366
 0.12502    -0.03372
 0.13316    -0.03373
 0.14161    -0.03372
 0.15032    -0.03368
 0.15926    -0.03362
 0.16843    -0.03353
 0.17786    -0.03340
 0.18764    -0.03321
 0.19779    -0.03295
 0.20825    -0.03264
 0.21893    -0.03229
 0.22982    -0.03192
 0.24090    -0.03152
 0.25220    -0.03109
 0.26378    -0.03062
 0.27567    -0.03012
 0.28779    -0.02958
 0.30011    -0.02903
 0.31256    -0.02846
 0.32516    -0.02789
 0.33789    -0.02732
 0.35081    -0.02675
 0.36393    -0.02619
 0.37720    -0.02563
 0.39058    -0.02508
 0.40403    -0.02453
 0.41754    -0.02399
 0.43111    -0.02346
 0.44473    -0.02294
 0.45843    -0.02244
 0.47218    -0.02196
 0.48594    -0.02148
 0.49969    -0.02101
 0.51341    -0.02056
 0.52710    -0.02012
 0.54073    -0.01970
 0.55430    -0.01930
 0.56780    -0.01892
 0.58123    -0.01856
 0.59456    -0.01822
 0.60779    -0.01789
 0.62089    -0.01758
 0.63385    -0.01730
 0.64663    -0.01704
 0.65923    -0.01682
 0.67167    -0.01662
 0.68396    -0.01644
 0.69607    -0.01626
 0.70800    -0.01610
 0.71971    -0.01596
 0.73116    -0.01584
 0.74235    -0.01574
 0.75332    -0.01564
 0.76409    -0.01554
 0.77464    -0.01543
 0.78497    -0.01530
 0.79504    -0.01514
 0.80480    -0.01493
 0.81427    -0.01467
 0.82348    -0.01439
 0.83246    -0.01408
 0.84121    -0.01376
 0.84972    -0.01341
 0.85796    -0.01304
 0.86588    -0.01263
 0.87350    -0.01218
 0.88086    -0.01172
 0.88799    -0.01125
 0.89489    -0.01078
 0.90155    -0.01032
 0.90796    -0.00986
 0.91408    -0.00941
 0.91991    -0.00897
 0.92549    -0.00855
 0.93086    -0.00814
 0.93602    -0.00774
 0.94096    -0.00737
 0.94567    -0.00702
 0.95013    -0.00670
 0.95434    -0.00641
 0.95834    -0.00613
 0.96214    -0.00586
 0.96576    -0.00558
 0.96918    -0.00528
 0.97242    -0.00496
 0.97544    -0.00459
 0.97827    -0.00419
 0.98091    -0.00376
 0.98338    -0.00335
 0.98569    -0.00294
 0.98783    -0.00254
 0.98981    -0.00216
 0.99161    -0.00180
 0.99324    -0.00146
 0.99472    -0.00115
 0.99605    -0.00086
 0.99725    -0.00060
 0.99830    -0.00037
 0.99922    -0.00017
 1.00000     0.00000
